t,lwww,rwww
5.628,56.66209835256728,29.059013155471334
5.64,56.36878146752843,29.01300969549612
5.652,56.101291056902085,28.97969652841497
5.664,55.858146455394866,28.958385369945244
5.676,55.637955826122656,28.948429243762718
5.688,55.43941083118789,28.949220002741267
5.7,55.202911378025185,28.961531148077515
5.712,54.872195618794315,28.986177751100556
5.724,54.56919576651192,29.019923889827282
5.736,54.34937549077899,28.999923765862963
5.748,54.15094231750257,28.99138415616131
5.76,53.97268180603334,28.99369058878638
5.772,53.7550315949839,29.007560083912132
5.784,53.558588323101446,29.031146850185486
5.796,53.323719975669576,29.065228071223608
5.808,53.10969430677202,29.0470357044356
5.82,52.91653845434605,29.04037799316021
5.832,52.74181835762193,28.98367006456665
5.844,52.58444521802587,28.879611043833005
5.856,52.26920319797301,28.79540732799511
5.868,51.92183404441326,28.727688099949393
5.88,51.60251046592415,28.674324223020733
5.892,51.30961821691366,28.634527401758184
5.904,51.041639900551,28.607556643702072
5.916,50.79714915814455,28.592715420899783
5.928,50.516338318042685,28.590597505773886
5.94,50.20119983083091,28.60058304291544
5.952,49.91206196381508,28.62082934763242
5.964,49.647432954490114,28.65079364355748
5.976,49.405910541937786,28.689965724309676
5.988,49.18617659703885,28.737865998986777
6.0,48.92727668171353,28.734328261768237
6.0120000000000005,48.691018686919314,28.7419013476529
6.024,48.417592857462424,28.761187387104666
6.0360000000000005,48.16636801058033,28.729521915207627
6.048,47.93720362795512,28.71054787110626
6.0600000000000005,47.72884433175908,28.703576657395256
6.072,47.53896053139115,28.647096066531738
6.0840000000000005,47.19193371301206,28.608107172221803
6.096,46.46302960779293,28.59124100061349
6.1080000000000005,45.78245057497089,28.586736845531764
6.12,45.14736411895991,28.59392463987191
6.132000000000001,44.54900072384034,28.307490584205567
6.144,43.9889685544719,27.926385759433384
6.156,43.23253921097588,27.581507445487063
6.168,41.88554731827143,27.28404811907943
6.18,40.61988718453066,27.014341431517742
6.192,39.42886271852074,26.709195278536363
6.204,38.30348343568786,26.186756412482175
6.216,37.24475701065529,25.64285670382143
6.228,36.24769434234673,25.017757378472925
6.24,35.25229465800562,24.43852881731201
6.252,34.25714198558657,23.841717514378303
6.264,33.32167802478434,23.28783955303488
6.276,32.44238830392663,22.77439037435984
6.288,31.615969223394604,22.299015688209835
6.3,30.839315403604267,21.859502456787276
6.312,30.05088145782414,21.454859478069483
6.324,29.251214309412667,21.083164925870392
6.336,28.499354061544505,20.741422874689462
6.348,27.79139934673052,20.36709235820806
6.36,27.125833610724012,20.02264065312096
6.372,26.50018021737354,19.70634623877625
6.384,25.85344519040091,19.4176403272733
6.396,25.069623444333153,19.157358609751306
6.408,24.273408923010006,18.92181521353685
6.42,23.523815470150165,18.708410892196742
6.432,22.818111501072813,18.515887413413644
6.444,22.153729333761426,18.343062030077636
6.456,21.528255354996,18.18882295088009
6.468,20.880851027454717,18.053270726771256
6.48,20.212634254609384,17.935416313300802
6.492,19.58205188021286,17.772295218213237
6.5040000000000004,18.98800452342563,17.62717612442894
6.516,18.428365586144583,17.49904872115571
6.5280000000000005,17.900109577695197,17.32622141427221
6.54,17.343695916481913,17.17282792316875
6.5520000000000005,16.819303505056403,17.036806233008683
6.564,16.26637062243062,16.91819320440198
6.5760000000000005,15.744107538021034,16.75434129170886
6.588,15.250753988607546,16.54772320806267
6.6000000000000005,14.785533183062112,16.361256529556982
6.612,14.346822979972215,16.193802122877823
6.6240000000000006,13.933098578224042,16.044289189724317
6.636,13.542926676853483,15.911711166437412
6.648000000000001,13.174959985304179,15.795121869652748
6.66,12.826304793064597,15.572573816893797
6.672,12.497414311762059,15.370819779191306
6.684,12.186413972185525,15.12821200688922
6.696,11.893010986321496,14.907375960369732
6.708,11.615498324570263,14.646642669038135
6.72,11.352980362203564,14.348141927457922
6.732,11.105269194375758,14.07424508856365
